A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12
63.09587554858137,136.84666287812217,-81.14619789695047,152.85661670558974,8.005686652164867,100.54677796765777,-83.45408590027877,77.83876088157773,-30.49044190932258,109.01141749552588,34.2572623224454,-101.41331693663575
57.07701757150976,140.34676413345545,-26.89442983470676,138.57441137842864,1.7527336044586417,102.24923159232812,-39.3533753346905,85.04310900190676,-1.9122152481682047,90.03725073027285,-19.714506486542632,-123.92138546742171
78.59533286116168,178.52170391849148,-65.37688642979101,139.9447246283896,-4.7101480108498714,146.07150979458402,-29.18783760073777,91.13204355396454,-30.565202952098954,81.62686543324854,-48.65637092204701,-60.00056306923197
72.8454436313916,141.84743804956636,-32.89517014803307,161.5066419646086,-33.63204654286669,120.23540413019683,-53.1106925201373,80.18458465321373,-32.742798197690185,105.84687721776878,-3.486348620490041,-102.71852881557159
89.55628624383324,145.9026345731188,-33.00255813998495,165.34379954637998,-0.07235128446079005,99.87801891843046,-61.92816308756548,101.32924106287575,-28.487667402910052,78.73800442441319,-2.179203125074622,-125.50670103903568
78.37182133589502,142.3856734162757,-45.3213739832182,172.30693351301014,-1.903479292861411,133.6019557513349,-73.77448403570408,40.401171794885194,-37.882995423491096,130.69104867473644,21.42213740606437,-118.64508557723974
82.4955771581522,133.29260241807674,-32.67074235793357,160.00867354624654,11.447405718526467,104.14314179242517,-39.01247540414128,64.52506151931117,-26.355129261373733,114.48659509597606,-24.96478107244574,-105.87893950102298
93.87145600195787,145.46249881865114,-111.71440500606933,216.85285246346098,-49.35347407930468,121.63779641726693,-63.9722842847509,80.4604105970337,-42.64580877005598,65.3982219470959,16.867536757566192,-63.46650602062182
87.62059969239363,134.49221076904786,-134.29516485549328,256.626196599221,-15.52835823680259,93.8362710436756,-22.4322577410749,85.25879402825734,-43.35173477018448,82.4582577681277,23.46900261651073,-52.51441653364346
98.68246363289042,153.05330871730175,-165.1606355238842,191.6238006020365,31.44058396287532,129.57891044433566,-40.78574372119391,46.38810965223902,-54.319424046580785,56.80823179358404,79.95181799595574,-54.90857228336829
97.7739186651278,135.22801231640548,-127.99015884846078,260.79240472202383,-22.259748659643297,120.50756927359402,-37.942135170955346,46.62012578844871,-56.10049015381351,63.79390609338735,42.023879190296235,-51.281443438792785
120.95976341924741,118.31353959406351,-108.91298630803519,213.64985660953823,-85.07378232703333,117.03778998949574,-30.15038244231286,42.13304700301665,-50.76913810611586,37.18872476920828,42.02629921960795,-35.5909029397469
122.52577843019026,111.81709576004103,-105.12263545007066,212.83392860701775,-39.544235438638246,132.19134188474914,-89.44596999677657,22.38573650937359,-69.2946331397904,-0.10624299758530559,69.1997348307085,-36.29694478537858
72.73145823126335,100.48306447079314,-76.72311533463231,209.84378304427693,-26.37147592975257,103.76994159293592,-37.5776417536766,-17.118385969314033,-8.60131529754419,-96.38116593295177,119.09870132288195,-30.932592968799433
89.1774174243911,118.45989920983031,-46.55363902853802,206.51063582152173,-59.42409645286541,75.41249504585521,-85.9715501935566,4.481850677440052,-46.77681675402329,-129.7114243773409,109.80266398596807,16.14673245898245
104.89917059207278,96.85916450344351,-114.95010985800452,242.12050695474161,-65.31563495320307,104.56217868126579,-58.6212794329378,61.66923106496387,-51.98096205919804,-45.35456158456639,55.80257940228401,-80.80645076453493
46.31315373940198,76.11134206062037,-71.51348897772243,208.71018773930078,13.148142381428439,99.89754579252744,-32.29165998268942,41.71922227753909,-31.30062641837078,-127.60883064468636,82.50769588756505,-21.355546856667413
78.31515746795321,132.75929534255326,-148.54361212299085,156.98099461502616,-81.608983447445,93.47627595760694,-38.85611825295365,-9.066962177129282,-21.716323071095765,-155.5783860208104,163.74676248093928,-55.27819183326959
97.00920700024278,108.73118792578991,-175.23182655981935,195.5290264683669,-85.68922885247589,85.88648407637274,-63.229347638496755,35.35048743750707,-57.93382397306405,-70.86949663979505,81.97935500532468,-25.473394294253293
57.407295101075036,89.16765344601698,-108.64041018417721,220.3062537100923,-89.37876809392222,91.87705688644145,-54.789478886077724,50.56008527920646,-58.326351493694986,-76.53468090973254,125.563543539267,-65.77431943200332
31.19638602590069,76.36898755799213,-84.0893445684455,199.346981169506,-41.43283611584398,39.76238283698002,-75.00252567853484,15.774798711192473,-43.045761165176096,-126.79375313852694,125.68249279622731,-23.266753660809147
52.89925149500945,68.84116345013628,-102.45277413593614,221.1905098282645,-30.270193342018796,75.72760247868625,-68.88149136160496,17.408296764074517,-20.587147687509685,-131.26759610023547,123.62304236522132,-86.96050559551512
42.759346575553,143.40114307691545,-122.04360401474173,220.02449983888613,62.12739272508808,59.970396038683404,-56.282539726375056,32.60971885936311,-5.952203552261104,-118.54136687680636,109.92302582227603,-56.264228291409516
27.1597519527702,103.12828633611053,-124.67401500848982,212.5679556489373,71.90573151100371,37.71126333095406,-46.91580023576355,53.974302120728865,-1.0858309464967064,-137.97001443218798,73.99698685371737,-82.98920872183862
26.74694923591818,84.05031784146493,-121.04569194070037,260.95028630241444,29.725443608317352,27.45838150847427,-108.97511196470104,43.58271817899343,-2.9554351165849133,-131.7700597042308,26.339099214073727,-81.89191587883286
32.2579852846059,95.51329507808084,-128.0047828464748,264.1725262597182,57.167471426760855,44.61793447290123,-161.66508147153303,34.497918501426035,-47.11344548591347,-157.90855172329773,-7.340544645821817,-40.00909991267936
71.71736163573836,158.53295881886294,-122.88916996715781,241.4271719658197,79.91659811358898,3.815946938439841,-52.24432107675586,30.888394161214883,31.95025061951895,-131.41208259518294,-22.90029996175307,-47.25284747020248
54.83210827998126,139.05249979792396,-99.51515935289439,272.02074807015214,106.31700366350653,-3.7877984321109324,-61.86008373191887,71.66022286606689,26.908201875825526,-94.64937399959335,-32.96898952874058,-56.07961863046056
-6.302419306794443,117.35946827843964,-86.96247434706449,208.9538848146103,84.53365899351832,52.596916831525895,-117.60941643586285,-25.15665663971617,10.949530536168504,-141.07164975506726,50.06852022420097,-73.07820592666361
-22.44134573851089,131.71689228336356,-89.18700351742031,223.96582113953963,118.76022839279362,75.13904724580523,-111.17938543178741,14.517935813559715,-7.469808095990427,-111.28188317542549,2.63933585495372,-49.72731921060075
24.398692547401673,126.92600565957557,-116.00148384022648,242.973730249175,54.17129042910326,66.251734803738,-101.65841013198643,23.25484282441327,-4.343100728386015,-136.42187599169273,-19.1972410569281,-69.6751029220249
27.798371392732804,128.89302907969895,-103.82227985108341,165.91337851463868,58.952037449055005,70.77414148797742,-85.43438676312354,-25.1164064987818,-2.919103603304065,-108.18512188207329,-41.163645334798176,-30.001873776064567
38.686490825302265,103.7203239229682,-132.91570243911735,215.11208315973101,32.9685382006766,50.55205628177184,-42.4634075713234,32.134830828587404,-1.5695151943385786,-111.56254883533349,-23.25720893329726,-12.613150976808955
-17.223431661169542,107.40382072910646,-111.85225812589236,149.53894494702251,100.57479526934864,31.17381606505622,-7.527121082003532,10.566930047783659,10.69789881423412,-80.86913385669371,-15.37571681973302,-5.118378220471482
1.1096142047675264,115.64807389674328,-141.70526424808554,142.77781270896324,78.80440485952981,59.31764445850913,-47.82841748886292,14.025809343693393,-44.35315386817892,-126.84026908265524,-24.6660045323779,32.88419004668606
-8.05245145937249,63.864813513493516,-145.04115016450484,165.3321759080115,41.40067336650805,42.878227927938944,-17.427433330684288,8.442459272951805,-22.46125808174547,-111.52930459129774,-66.22465829149787,25.93306773439601
18.764131477311444,93.99820278653887,-118.68049627747186,187.05704075791257,2.316377585947343,40.91174488377182,-94.50100150772478,8.114536907887391,-47.529456732338275,-50.61709326377713,-84.35731114672679,-28.412365640848197
46.6098028333829,77.74024609536018,-131.71511242393652,155.14782496150886,23.96533739728183,35.29854022936387,-46.22582683067787,33.861995812534616,-38.895997786665525,-43.29862613405799,-77.45253141847542,-18.742744932608183
12.914348474000304,84.3244349022397,-108.90965309491722,161.24826860508173,8.096701275717136,55.33003979409142,-42.98243952574328,32.29325463177978,-61.67937914962242,-37.12837210220031,-90.66215126178298,3.79001621542282
