A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12
7.930962695622141,1.2501760383632161,6.059340779424444,-2.5882172811495483,-2.56753667755496,3.419801968695846,3.1117465515900653,-3.3472510799008957,-6.907460985122285,4.265379689238128,8.464453393500213,-2.8298495454645902
2.49237781469768,1.9842102741275551,8.16912098516572,2.5047062400438547,0.35442636622618107,0.04975698997607624,8.306851790736093,-3.145765465173125,-8.499322535013816,1.216442975054666,7.809354588427901,-2.8005914325605996
9.247789966078997,3.4623189616504817,8.559413692430942,-2.1853614697161245,-2.299693005814055,1.6223494688695386,1.2944871934676625,-4.70024140743595,-8.18256061675605,4.889028916074818,4.112362110873535,-1.947848791644473
6.8390243783174105,-1.1958971395187874,6.927380107393142,-0.6090883774279254,-6.053260025414909,1.7281714364306833,9.244860495747934,-3.9586217373597288,-7.184072544259813,2.0121667521329365,6.657697038235148,-4.526361744748747
6.388747791178126,-0.709493057768512,6.481719243444781,-4.434311879548245,-1.6061649042866981,-2.3105579647194485,4.821553282593312,-0.9169041426147575,-7.625893786675879,4.630291427538182,-1.6563976157538185,5.820929423856574
5.309832295990008,-1.4394132320402586,8.313861105044722,-4.218300368083095,-4.8592598242948375,1.669040862019348,6.786621396327704,-0.5829420792956642,-10.25657063980608,-1.275840195074066,1.7225471993075336,2.590364042011066
3.9029350242594116,-2.5359743664659806,7.652035563920247,-2.832451993150847,-2.972315223966163,0.6818289677989011,6.171556830597714,-2.4530706147349903,-11.7266734065788,-0.3475415999565642,-1.2021696032466023,1.0106863100040446
8.501185464334334,-1.0282287832490224,10.016232713898358,-3.122767409414697,-6.45968145183854,-0.1538523678332612,4.371985264562689,1.0587731011264532,-4.2325657619184005,-6.124272251677116,-3.9484347392112564,-1.5064901546422567
6.415986433931748,-2.5177159541409857,7.830652500156351,-2.147461255031095,-1.2936978792779128,0.8665947724206814,2.9725817783570636,-5.0236894562823124,-4.847822709965301,-4.302447069496507,-3.5341496965191133,0.3004766795553141
7.731597537694588,-2.867204831081416,7.606708551728232,-3.9231965321181494,-4.884442409489236,-1.174597582647296,2.0336226373745534,-4.2476972462316835,-4.1386858298314255,-2.236475908112614,-5.030750092646264,-3.6675522747492866
8.321873882515892,-3.296937498843737,10.3938017050714,-3.048782549297239,-6.159273102889974,0.2179840949026268,6.312074296168432,-2.680605348885683,-4.958918578205575,-5.567563939414784,-3.5345733960819485,-3.9938026529048405
8.540050008901064,-3.3381861516331615,10.340411177826706,-2.8849862677242166,-6.327673049758741,-1.7740698513248832,8.14488644788493,-7.448372675923023,-2.921551796014833,-1.0235473008928078,0.03257766078094884,-6.480566923424552
8.364679155995443,-1.8598177295410496,8.0593531262741,-4.059110433390824,-1.49137419456553,1.7614554118567873,4.747456230725213,-7.827656464141044,-1.7527689541080358,-4.988397681389972,-5.365123142224982,-1.1990967480026256
8.865470957852546,-6.956714968429805,9.904676147579393,-3.038444482145991,-9.61851340773557,-2.2909432938271723,8.520011633634256,-4.442570311320772,-0.5587753462768886,-2.852733518946994,-2.1953734617422715,-4.628663905405745
7.7157771361436485,-5.537482000899764,8.427699089520504,-2.696675334623969,-6.58710219519036,-1.9302376336365108,7.925467025487706,-3.5178216827594517,-2.2232556789217544,-0.6240168039952045,-2.503598763924928,-2.404104243975169
8.11742620580661,-5.850372438899518,7.082926982323271,-4.508179522734812,-5.039835628989222,1.3151437538481803,2.016408717299893,-7.871984612362698,-2.1928619175460486,-3.331897913412319,-5.097932428355195,-4.333871868010208
